"","Sample_pre","Sample","Cq","Cq_Mean","Cq_Std_Dev","Starting_Quantity","Log_Starting_Quantity","SQ_Mean","SQ_Std_Dev","year-FRP","FRP","run","Comments","sampleday"
"783",37,"37-C03","32.75",32.75,0.008,"2.50E+01","1.398",24.9,0.142,"2017-6113",6113,"3/29/18 second",NA,"day26"
"784",37,"37-D08","32.29",32.2,0.119,"3.48E+01","1.541",37,3.16,"2017-6104",6104,"3/29/18 second",NA,"day26"
"785",37,"37-D08","32.12",32.2,0.119,"3.92E+01","1.593",37,3.16,"2017-6104",6104,"3/29/18 second",NA,"day26"
"786",38,"38-C08","31.76",31.86,0.144,"5.07E+01","1.705",47.2,4.88,"2017-6179",6179,"3/29/18 second",NA,"day26"
"787",38,"38-C08","31.97",31.86,0.144,"4.38E+01","1.641",47.2,4.88,"2017-6179",6179,"3/29/18 second",NA,"day26"
"788",38,"38-B08","31.68",31.44,0.335,"5.38E+01","1.731",64.7,15.4,"2017-6115",6115,"3/29/18 second",NA,"day26"
"789",38,"38-B08","31.2",31.44,0.335,"7.57E+01","1.879",64.7,15.4,"2017-6115",6115,"3/29/18 second",NA,"day26"
"790",37,"37-G02","31.29",31.41,0.182,"7.14E+01","1.854",65.3,8.52,"2017-6101",6101,"3/29/18 second",NA,"day26"
"791",37,"37-G02","31.54",31.41,0.182,"5.93E+01","1.773",65.3,8.52,"2017-6101",6101,"3/29/18 second",NA,"day26"
"792",38,"38-C01","31.01",30.93,0.117,"8.69E+01","1.939",92.4,7.73,"2017-6119",6119,"3/29/18 second",NA,"day26"
"793",38,"38-C01","30.85",30.93,0.117,"9.78E+01","1.99",92.4,7.73,"2017-6119",6119,"3/29/18 second",NA,"day26"
"794",38,"38-G01","30.43",30.55,0.162,"1.32E+02","2.119",122,14.1,"2017-6134",6134,"3/29/18 second",NA,"day26"
"795",38,"38-G01","30.66",30.55,0.162,"1.12E+02","2.048",122,14.1,"2017-6134",6134,"3/29/18 second",NA,"day26"
"796",38,"38-E02","30.59",30.55,0.058,"1.18E+02","2.071",121,5.09,"2017-6107",6107,"3/29/18 second",NA,"day26"
"797",38,"38-E02","30.51",30.55,0.058,"1.25E+02","2.097",121,5.09,"2017-6107",6107,"3/29/18 second",NA,"day26"
"798",37,"37-A08","30.22",30.41,0.268,"1.53E+02","2.185",135,25.8,"2017-6108",6108,"3/29/18 second",NA,"day26"
"799",37,"37-A08","30.6",30.41,0.268,"1.16E+02","2.066",135,25.8,"2017-6108",6108,"3/29/18 second",NA,"day26"
"800",38,"38-A01","30.51",30.38,0.19,"1.25E+02","2.095",138,18.8,"2017-6120",6120,"3/29/18 second",NA,"day26"
"801",38,"38-A01","30.24",30.38,0.19,"1.51E+02","2.179",138,18.8,"2017-6120",6120,"3/29/18 second",NA,"day26"
"802",38,"38-D02","30.34",30.29,0.06,"1.41E+02","2.15",146,6.32,"2017-6181",6181,"3/29/18 second",NA,"day26"
"803",38,"38-D02","30.25",30.29,0.06,"1.50E+02","2.176",146,6.32,"2017-6181",6181,"3/29/18 second",NA,"day26"
"804",38,"38-F01","30.09",30.13,0.061,"1.68E+02","2.226",163,7.13,"2017-6124",6124,"3/29/18 second",NA,"day26"
"805",38,"38-F01","30.18",30.13,0.061,"1.58E+02","2.199",163,7.13,"2017-6124",6124,"3/29/18 second",NA,"day26"
"806",37,"37-F03","29.85",30.08,0.325,"2.00E+02","2.301",172,39.8,"2017-6189",6189,"3/29/18 second",NA,"day26"
"807",37,"37-F03","30.31",30.08,0.325,"1.44E+02","2.158",172,39.8,"2017-6189",6189,"3/29/18 second",NA,"day26"
"808",37,"37-H03","29.84",29.96,0.171,"2.01E+02","2.303",185,22.6,"2017-6163",6163,"3/29/18 second",NA,"day26"
"809",37,"37-H03","30.09",29.96,0.171,"1.69E+02","2.228",185,22.6,"2017-6163",6163,"3/29/18 second",NA,"day26"
"810",37,"37-G03","29.91",29.96,0.074,"1.92E+02","2.284",185,9.82,"2017-6157",6157,"3/29/18 second",NA,"day26"
"811",37,"37-G03","30.01",29.96,0.074,"1.78E+02","2.251",185,9.82,"2017-6157",6157,"3/29/18 second",NA,"day26"
"812",38,"38-A08","30.22",29.95,0.371,"1.54E+02","2.187",189,49.7,"2017-6184",6184,"3/29/18 second",NA,"day26"
"813",38,"38-A08","29.69",29.95,0.371,"2.24E+02","2.35",189,49.7,"2017-6184",6184,"3/29/18 second",NA,"day26"
"814",37,"37-A02","30.03",29.91,0.178,"1.76E+02","2.244",193,24.5,"2017-6103",6103,"3/29/18 second",NA,"day26"
"815",37,"37-A02","29.78",29.91,0.178,"2.10E+02","2.323",193,24.5,"2017-6103",6103,"3/29/18 second",NA,"day26"
"816",38,"38-H01","30.06",29.82,0.337,"1.72E+02","2.235",207,49.5,"2017-6168",6168,"3/29/18 second",NA,"day26"
"817",38,"38-H01","29.59",29.82,0.337,"2.42E+02","2.384",207,49.5,"2017-6168",6168,"3/29/18 second",NA,"day26"
"818",37,"37-H02","29.21",29.45,0.345,"3.17E+02","2.501",270,66.3,"2017-6200",6200,"3/29/18 second",NA,"day26"
"819",37,"37-H02","29.7",29.45,0.345,"2.23E+02","2.349",270,66.3,"2017-6200",6200,"3/29/18 second",NA,"day26"
"820",37,"37-C08","29.21",28.89,0.445,"3.17E+02","2.501",408,128,"2017-6215",6215,"3/29/18 second",NA,"day26"
"821",37,"37-C08","28.58",28.89,0.445,"4.99E+02","2.698",408,128,"2017-6215",6215,"3/29/18 second",NA,"day26"
"822",37,"37-E03","29.04",28.83,0.29,"3.59E+02","2.555",420,86.8,"2017-6147",6147,"3/29/18 second",NA,"day26"
"823",37,"37-E03","28.63",28.83,0.29,"4.82E+02","2.683",420,86.8,"2017-6147",6147,"3/29/18 second",NA,"day26"
"824",37,"37-A03","29.01",28.75,0.369,"3.65E+02","2.563",449,118,"2017-6116",6116,"3/29/18 second",NA,"day26"
"825",37,"37-A03","28.49",28.75,0.369,"5.32E+02","2.726",449,118,"2017-6116",6116,"3/29/18 second",NA,"day26"
"826",37,"37-B03","28.55",28.69,0.205,"5.09E+02","2.707",461,67.8,"2017-6126",6126,"3/29/18 second",NA,"day26"
"827",37,"37-B03","28.84",28.69,0.205,"4.14E+02","2.617",461,67.8,"2017-6126",6126,"3/29/18 second",NA,"day26"
"828",37,"37-B08","28.85",28.6,0.348,"4.11E+02","2.614",498,123,"2017-6177",6177,"3/29/18 second",NA,"day26"
"829",37,"37-B08","28.36",28.6,0.348,"5.86E+02","2.767",498,123,"2017-6177",6177,"3/29/18 second",NA,"day26"
"830",38,"38-F02","28.64",28.55,0.128,"4.78E+02","2.68",511,46.9,"2017-6121",6121,"3/29/18 second",NA,"day26"
"831",38,"38-F02","28.46",28.55,0.128,"5.45E+02","2.736",511,46.9,"2017-6121",6121,"3/29/18 second",NA,"day26"
"832",37,"37-C02","28.61",28.44,0.242,"4.88E+02","2.688",555,96,"2017-6279",6279,"3/29/18 second",NA,"day26"
"833",37,"37-C02","28.27",28.44,0.242,"6.23E+02","2.795",555,96,"2017-6279",6279,"3/29/18 second",NA,"day26"
"834",38,"38-A02","28.28",28.39,0.169,"6.20E+02","2.793",571,69.3,"2017-6152",6152,"3/29/18 second",NA,"day26"
"835",38,"38-A02","28.51",28.39,0.169,"5.22E+02","2.718",571,69.3,"2017-6152",6152,"3/29/18 second",NA,"day26"
"836",37,"37-F02","28.14",28.18,0.065,"6.86E+02","2.836",664,31.1,"2017-6167",6167,"3/29/18 second",NA,"day26"
"837",37,"37-F02","28.23",28.18,0.065,"6.42E+02","2.807",664,31.1,"2017-6167",6167,"3/29/18 second",NA,"day26"
"838",37,"37-B02","27.64",27.99,0.485,"9.76E+02","2.989",786,268,"2017-6178",6178,"3/29/18 second",NA,"day26"
"839",37,"37-B02","28.33",27.99,0.485,"5.97E+02","2.776",786,268,"2017-6178",6178,"3/29/18 second",NA,"day26"
"840",38,"38-B02","27.82",27.72,0.141,"8.61E+02","2.935",927,93.7,"2017-6111",6111,"3/29/18 second",NA,"day26"
"841",38,"38-B02","27.62",27.72,0.141,"9.94E+02","2.997",927,93.7,"2017-6111",6111,"3/29/18 second",NA,"day26"
"842",37,"37-D03","27.42",27.22,0.285,"1.15E+03","3.059",1340,271,"2017-6173",6173,"3/29/18 second",NA,"day26"
"843",37,"37-D03","27.02",27.22,0.285,"1.53E+03","3.184",1340,271,"2017-6173",6173,"3/29/18 second",NA,"day26"
"844",38,"38-H02","27.02",26.77,0.364,"1.52E+03","3.183",1860,481,"2017-6142",6142,"3/29/18 second",NA,"day26"
"845",38,"38-H02","26.51",26.77,0.364,"2.20E+03","3.343",1860,481,"2017-6142",6142,"3/29/18 second",NA,"day26"
"846",38,"38-E01","26.94",26.7,0.338,"1.62E+03","3.21",1950,469,"2017-6192",6192,"3/29/18 second",NA,"day26"
"847",38,"38-E01","26.46",26.7,0.338,"2.29E+03","3.359",1950,469,"2017-6192",6192,"3/29/18 second",NA,"day26"
"848",37,"37-E02","25.06",25.18,0.174,"6.25E+03","3.796",5740,716,"2017-6278",6278,"3/29/18 second",NA,"day26"
"849",37,"37-E02","25.3",25.18,0.174,"5.24E+03","3.719",5740,716,"2017-6278",6278,"3/29/18 second",NA,"day26"
"850",38,"38-C02","31.92",31.37,0.776,"4.53E+01","1.656",72.4,38.4,"2017-6165",6165,"3/29/18 second",NA,"day26"
"851",38,"38-C02","30.82",31.37,0.776,"9.96E+01","1.998",72.4,38.4,"2017-6165",6165,"3/29/18 second",NA,"day26"
"852",38,"38-G02","30.64",30.15,0.694,"1.14E+02","2.055",172,82.2,"2017-6123",6123,"3/29/18 second",NA,"day26"
"853",38,"38-G02","29.66",30.15,0.694,"2.30E+02","2.361",172,82.2,"2017-6123",6123,"3/29/18 second",NA,"day26"
"854",38,"38-D01","30.11",29.62,0.69,"1.66E+02","2.221",251,119,"2017-6182",6182,"3/29/18 second",NA,"day26"
"855",38,"38-D01","29.13",29.62,0.69,"3.35E+02","2.526",251,119,"2017-6182",6182,"3/29/18 second",NA,"day26"
"856",38,"38-B01","27.35",26.87,0.686,"1.20E+03","3.08",1810,856,"2017-6164",6164,"3/29/18 second",NA,"day26"
"857",38,"38-B01","26.38",26.87,0.686,"2.41E+03","3.382",1810,856,"2017-6164",6164,"3/29/18 second",NA,"day26"
"858",37,"37-D02","30.5",30.93,0.608,"1.25E+02","2.098",96.3,40.8,"2017-6207",6207,"3/29/18 second",NA,"day26"
"859",37,"37-D02","31.36",30.93,0.608,"6.75E+01","1.829",96.3,40.8,"2017-6207",6207,"3/29/18 second",NA,"day26"
"860",37,"37-C04","34.18",34.65,0.661,"1.51E+01","1.179",11.5,5.06,"2017-6171",6171,"3/29/18 1st",NA,"day26"
"861",37,"37-C04","35.12",34.65,0.661,"7.95E+00","0.9",11.5,5.06,"2017-6171",6171,"3/29/18 1st",NA,"day26"
"862",37,"37-A04","32.84",33.14,0.429,"3.82E+01","1.581",31.6,9.2,"2017-6203",6203,"3/29/18 1st",NA,"day26"
"863",37,"37-A04","33.44",33.14,0.429,"2.51E+01","1.4",31.6,9.2,"2017-6203",6203,"3/29/18 1st",NA,"day26"
"864",37,"37-D01","32.08",32.3,0.304,"6.41E+01","1.807",55.9,11.6,"2017-6153",6153,"3/29/18 1st",NA,"day26"
"865",37,"37-D01","32.51",32.3,0.304,"4.77E+01","1.678",55.9,11.6,"2017-6153",6153,"3/29/18 1st",NA,"day26"
"866",37,"37-B04","32.22",32.23,0.02,"5.85E+01","1.767",57.9,0.783,"2017-6160",6160,"3/29/18 1st",NA,"day26"
"867",37,"37-B04","32.24",32.23,0.02,"5.74E+01","1.759",57.9,0.783,"2017-6160",6160,"3/29/18 1st",NA,"day26"
"868",37,"37-F01","31.69",32.12,0.598,"8.37E+01","1.923",65.2,26.1,"2017-6132",6132,"3/29/18 1st",NA,"day26"
"869",37,"37-F01","32.54",32.12,0.598,"4.68E+01","1.67",65.2,26.1,"2017-6132",6132,"3/29/18 1st",NA,"day26"
"870",37,"37-G05","32.02",32.06,0.057,"6.67E+01","1.824",64.9,2.56,"2017-6102",6102,"3/29/18 1st",NA,"day26"
"871",37,"37-G05","32.11",32.06,0.057,"6.31E+01","1.8",64.9,2.56,"2017-6102",6102,"3/29/18 1st",NA,"day26"
"872",37,"37-F07","31.82",32,0.256,"7.69E+01","1.886",68.4,12,"2017-6138",6138,"3/29/18 1st",NA,"day26"
"873",37,"37-F07","32.18",32,0.256,"5.99E+01","1.778",68.4,12,"2017-6138",6138,"3/29/18 1st",NA,"day26"
"874",37,"37-D05","31.35",31.52,0.251,"1.06E+02","2.027",94.9,16.3,"2017-6154",6154,"3/29/18 1st",NA,"day26"
"875",37,"37-D05","31.7",31.52,0.251,"8.34E+01","1.921",94.9,16.3,"2017-6154",6154,"3/29/18 1st",NA,"day26"
"876",37,"37-F05","31.35",31.49,0.193,"1.06E+02","2.024",96.7,12.8,"2017-6105",6105,"3/29/18 1st",NA,"day26"
"877",37,"37-F05","31.63",31.49,0.193,"8.77E+01","1.943",96.7,12.8,"2017-6105",6105,"3/29/18 1st",NA,"day26"
"878",37,"37-H05","31.41",31.47,0.082,"1.01E+02","2.006",97.5,5.49,"2017-6117",6117,"3/29/18 1st",NA,"day26"
"879",37,"37-H05","31.53",31.47,0.082,"9.36E+01","1.971",97.5,5.49,"2017-6117",6117,"3/29/18 1st",NA,"day26"
"880",37,"37-E04","31.21",31.29,0.117,"1.17E+02","2.067",110,8.87,"2017-6140",6140,"3/29/18 1st",NA,"day26"
"881",37,"37-E04","31.38",31.29,0.117,"1.04E+02","2.017",110,8.87,"2017-6140",6140,"3/29/18 1st",NA,"day26"
"882",37,"37-E07","31.07",31.22,0.219,"1.29E+02","2.109",116,17.4,"2017-6190",6190,"3/29/18 1st",NA,"day26"
"883",37,"37-E07","31.38",31.22,0.219,"1.04E+02","2.017",116,17.4,"2017-6190",6190,"3/29/18 1st",NA,"day26"
"884",37,"37-G04","31.16",31.18,0.022,"1.21E+02","2.081",119,1.79,"2017-6187",6187,"3/29/18 1st",NA,"day26"
"885",37,"37-G04","31.19",31.18,0.022,"1.18E+02","2.072",119,1.79,"2017-6187",6187,"3/29/18 1st",NA,"day26"
"886",37,"37-B01","30.94",31.07,0.184,"1.41E+02","2.149",129,16.3,"2017-6180",6180,"3/29/18 1st",NA,"day26"
"887",37,"37-B01","31.2",31.07,0.184,"1.18E+02","2.071",129,16.3,"2017-6180",6180,"3/29/18 1st",NA,"day26"
"888",37,"37-C07","30.86",30.87,0.008,"1.48E+02","2.171",148,0.831,"2017-6106",6106,"3/29/18 1st",NA,"day26"
"889",37,"37-C07","30.87",30.87,0.008,"1.47E+02","2.168",148,0.831,"2017-6106",6106,"3/29/18 1st",NA,"day26"
"890",37,"37-A05","30.76",30.78,0.032,"1.59E+02","2.202",157,3.43,"2017-6174",6174,"3/29/18 1st",NA,"day26"
"891",37,"37-A05","30.8",30.78,0.032,"1.55E+02","2.189",157,3.43,"2017-6174",6174,"3/29/18 1st",NA,"day26"
"892",37,"37-D06","30.57",30.67,0.132,"1.81E+02","2.257",170,15.4,"2017-6209",6209,"3/29/18 1st",NA,"day26"
"893",37,"37-D06","30.76",30.67,0.132,"1.59E+02","2.202",170,15.4,"2017-6209",6209,"3/29/18 1st",NA,"day26"
"894",37,"37-B07","30.6",30.67,0.109,"1.78E+02","2.251",169,12.7,"2017-6197",6197,"3/29/18 1st",NA,"day26"
"895",37,"37-B07","30.75",30.67,0.109,"1.60E+02","2.204",169,12.7,"2017-6197",6197,"3/29/18 1st",NA,"day26"
"896",37,"37-C06","30.41",30.48,0.093,"2.02E+02","2.305",193,12.3,"2017-6188",6188,"3/29/18 1st",NA,"day26"
"897",37,"37-C06","30.54",30.48,0.093,"1.85E+02","2.266",193,12.3,"2017-6188",6188,"3/29/18 1st",NA,"day26"
"898",37,"37-B05","29.89",30.34,0.644,"2.90E+02","2.462",222,95.3,"2017-6133",6133,"3/29/18 1st",NA,"day26"
"899",37,"37-B05","30.8",30.34,0.644,"1.55E+02","2.19",222,95.3,"2017-6133",6133,"3/29/18 1st",NA,"day26"
"900",37,"37-H04","29.71",30.19,0.679,"3.28E+02","2.516",249,112,"2017-6194",6194,"3/29/18 1st",NA,"day26"
"901",37,"37-H04","30.67",30.19,0.679,"1.70E+02","2.229",249,112,"2017-6194",6194,"3/29/18 1st",NA,"day26"
"902",37,"37-D04","30",30.12,0.181,"2.69E+02","2.43",247,30.7,"2017-6198",6198,"3/29/18 1st",NA,"day26"
"903",37,"37-D04","30.25",30.12,0.181,"2.26E+02","2.353",247,30.7,"2017-6198",6198,"3/29/18 1st",NA,"day26"
"904",37,"37-E01","30.01",30.12,0.155,"2.66E+02","2.425",247,26.2,"2017-6148",6148,"3/29/18 1st",NA,"day26"
"905",37,"37-E01","30.23",30.12,0.155,"2.29E+02","2.359",247,26.2,"2017-6148",6148,"3/29/18 1st",NA,"day26"
"906",37,"37-F04","29.59",29.69,0.14,"3.56E+02","2.551",333,32.1,"2017-6118",6118,"3/29/18 1st",NA,"day26"
"907",37,"37-F04","29.79",29.69,0.14,"3.10E+02","2.492",333,32.1,"2017-6118",6118,"3/29/18 1st",NA,"day26"
"908",37,"37-H01","29.55",29.62,0.106,"3.66E+02","2.564",348,25.2,"2017-6196",6196,"3/29/18 1st",NA,"day26"
"909",37,"37-H01","29.7",29.62,0.106,"3.30E+02","2.519",348,25.2,"2017-6196",6196,"3/29/18 1st",NA,"day26"
"910",37,"37-H06","29.24",29.49,0.356,"4.51E+02","2.655",385,93.4,"2017-6204",6204,"3/29/18 1st",NA,"day26"
"911",37,"37-H06","29.75",29.49,0.356,"3.19E+02","2.504",385,93.4,"2017-6204",6204,"3/29/18 1st",NA,"day26"
"912",37,"37-D07","29.24",29.32,0.12,"4.52E+02","2.655",427,35.1,"2017-6141",6141,"3/29/18 1st",NA,"day26"
"913",37,"37-D07","29.41",29.32,0.12,"4.03E+02","2.605",427,35.1,"2017-6141",6141,"3/29/18 1st",NA,"day26"
"914",37,"37-F06","28.54",29.07,0.746,"7.30E+02","2.864",542,266,"2017-6156",6156,"3/29/18 1st",NA,"day26"
"915",37,"37-F06","29.6",29.07,0.746,"3.54E+02","2.549",542,266,"2017-6156",6156,"3/29/18 1st",NA,"day26"
"916",37,"37-B06","28.85",29.01,0.222,"5.89E+02","2.77",532,80.9,"2017-6191",6191,"3/29/18 1st",NA,"day26"
"917",37,"37-B06","29.17",29.01,0.222,"4.75E+02","2.677",532,80.9,"2017-6191",6191,"3/29/18 1st",NA,"day26"
"918",37,"37-G07","28.69",28.8,0.156,"6.61E+02","2.82",615,65.9,"2017-6151",6151,"3/29/18 1st",NA,"day26"
"919",37,"37-G07","28.91",28.8,0.156,"5.68E+02","2.754",615,65.9,"2017-6151",6151,"3/29/18 1st",NA,"day26"
"920",37,"37-A06","28.52",28.61,0.125,"7.40E+02","2.869",697,59.8,"2017-6128",6128,"3/29/18 1st",NA,"day26"
"921",37,"37-A06","28.7",28.61,0.125,"6.55E+02","2.816",697,59.8,"2017-6128",6128,"3/29/18 1st",NA,"day26"
"922",37,"37-G06","28.12",28.22,0.148,"9.76E+02","2.989",911,92.2,"2017-6175",6175,"3/29/18 1st",NA,"day26"
"923",37,"37-G06","28.33",28.22,0.148,"8.46E+02","2.927",911,92.2,"2017-6175",6175,"3/29/18 1st",NA,"day26"
"924",37,"37-C05","27.74",27.94,0.287,"1.27E+03","3.104",1120,219,"2017-6208",6208,"3/29/18 1st",NA,"day26"
"925",37,"37-C05","28.14",27.94,0.287,"9.61E+02","2.983",1120,219,"2017-6208",6208,"3/29/18 1st",NA,"day26"
"926",37,"37-G01","27.82",27.89,0.102,"1.20E+03","3.08",1150,80.4,"2017-6162",6162,"3/29/18 1st",NA,"day26"
"927",37,"37-G01","27.96",27.89,0.102,"1.09E+03","3.037",1150,80.4,"2017-6162",6162,"3/29/18 1st",NA,"day26"
"928",37,"37-E06","26.44",26.55,0.149,"3.10E+03","3.491",2890,296,"2017-6199",6199,"3/29/18 1st",NA,"day26"
"929",37,"37-E06","26.65",26.55,0.149,"2.68E+03","3.428",2890,296,"2017-6199",6199,"3/29/18 1st",NA,"day26"
"930",37,"37-A01","26.08",26.25,0.231,"3.95E+03","3.597",3560,562,"2017-6210",6210,"3/29/18 1st",NA,"day26"
"931",37,"37-A01","26.41",26.25,0.231,"3.16E+03","3.5",3560,562,"2017-6210",6210,"3/29/18 1st",NA,"day26"
"932",37,"37-E05","25.47",25.74,0.381,"6.04E+03","3.781",5100,1320,"2017-6149",6149,"3/29/18 1st",NA,"day26"
"933",37,"37-E05","26.01",25.74,0.381,"4.17E+03","3.62",5100,1320,"2017-6149",6149,"3/29/18 1st",NA,"day26"
"934",37,"37-C01","24.97",25.11,0.199,"8.52E+03","3.93",7770,1060,"2017-6129",6129,"3/29/18 1st",NA,"day26"
"935",37,"37-C01","25.25",25.11,0.199,"7.02E+03","3.846",7770,1060,"2017-6129",6129,"3/29/18 1st",NA,"day26"
"936",38,"38-A03","31.04",30.87,0.239,"3.93E+02","2.59E+00",444,71.7,"2017-6205",6205,"3/27/18 third","use sample only btwn good stds","day26"
"937",38,"38-A03","30.7",30.87,0.239,"4.95E+02","2.69E+00",444,71.7,"2017-6205",6205,"3/27/18 third","use sample only btwn good stds","day26"
"938",38,"38-B02","29.82",29.57,0.354,"9.01E+02","2.954",1080,258,"2017-6111",6111,"3/27/18 third","use sample only btwn good stds","day26"
"939",38,"38-B02","29.32",29.57,0.354,"1.27E+03","3.102",1080,258,"2017-6111",6111,"3/27/18 third","use sample only btwn good stds","day26"
"940",38,"38-B03","28.7",29.01,0.447,"1.93E+03","3.286",1600,478,"2017-6155",6155,"3/27/18 third","use sample only btwn good stds","day26"
"941",38,"38-B03","29.33",29.01,0.447,"1.26E+03","3.1",1600,478,"2017-6155",6155,"3/27/18 third","use sample only btwn good stds","day26"
"942",38,"38-B06","32.14",32.11,0.043,"1.86E+02","2.27E+00",190,5.52,"2017-6130",6130,"3/27/18 third","use sample only btwn good stds","day26"
"943",38,"38-B06","32.08",32.11,0.043,"1.94E+02","2.29E+00",190,5.52,"2017-6130",6130,"3/27/18 third","use sample only btwn good stds","day26"
"944",38,"38-C02","32.9",33.16,0.373,"1.11E+02","2.045",94.3,23.6,"2017-6165",6165,"3/27/18 third","use sample only btwn good stds","day26"
"945",38,"38-C02","33.43",33.16,0.373,"7.75E+01","1.89",94.3,23.6,"2017-6165",6165,"3/27/18 third","use sample only btwn good stds","day26"
"946",38,"38-C03","29.16",29.17,0.006,"1.41E+03","3.15E+00",1400,5.65,"2017-6144",6144,"3/27/18 third","use sample only btwn good stds","day26"
"947",38,"38-C03","29.17",29.17,0.006,"1.40E+03","3.15E+00",1400,5.65,"2017-6144",6144,"3/27/18 third","use sample only btwn good stds","day26"
"948",38,"38-C06","30.5",30.48,0.033,"5.67E+02","2.75E+00",577,13.1,"2017-6112",6112,"3/27/18 third","use sample only btwn good stds","day26"
"949",38,"38-C06","30.45",30.48,0.033,"5.86E+02","2.77E+00",577,13.1,"2017-6112",6112,"3/27/18 third","use sample only btwn good stds","day26"
"950",38,"38-D02","32.58",32.8,0.316,"1.38E+02","2.14E+00",120,25.6,"2017-6181",6181,"3/27/18 third","use sample only btwn good stds","day26"
"951",38,"38-D02","33.02",32.8,0.316,"1.02E+02","2.01E+00",120,25.6,"2017-6181",6181,"3/27/18 third","use sample only btwn good stds","day26"
"952",38,"38-D06","30.42",30.28,0.196,"6.00E+02","2.78E+00",663,87.9,"2017-6137",6137,"3/27/18 third","use sample only btwn good stds","day26"
"953",38,"38-D06","30.14",30.28,0.196,"7.25E+02","2.86E+00",663,87.9,"2017-6137",6137,"3/27/18 third","use sample only btwn good stds","day26"
"954",38,"38-E03","30.11",30.39,0.397,"7.41E+02","2.87",624,166,"2017-6201",6201,"3/27/18 third","use sample only btwn good stds","day26"
"955",38,"38-E03","30.67",30.39,0.397,"5.06E+02","2.704",624,166,"2017-6201",6201,"3/27/18 third","use sample only btwn good stds","day26"
"956",38,"38-E06","32.33",32.36,0.035,"1.63E+02","2.21E+00",160,3.83,"2017-6195",6195,"3/27/18 third","use sample only btwn good stds","day26"
"957",38,"38-E06","32.38",32.36,0.035,"1.58E+02","2.20E+00",160,3.83,"2017-6195",6195,"3/27/18 third","use sample only btwn good stds","day26"
"958",38,"38-F02","30.21",30.22,0.004,"6.89E+02","2.84E+00",687,2.09,"2017-6121",6121,"3/27/18 third","use sample only btwn good stds","day26"
"959",38,"38-F02","30.22",30.22,0.004,"6.86E+02","2.84E+00",687,2.09,"2017-6121",6121,"3/27/18 third","use sample only btwn good stds","day26"
"960",38,"38-F03","31.64",31.58,0.08,"2.61E+02","2.42E+00",272,14.8,"2017-6143",6143,"3/27/18 third","use sample only btwn good stds","day26"
"961",38,"38-F03","31.53",31.58,0.08,"2.82E+02","2.45E+00",272,14.8,"2017-6143",6143,"3/27/18 third","use sample only btwn good stds","day26"
"962",38,"38-F06","30.25",30.21,0.05,"6.72E+02","2.83E+00",689,23.5,"2017-6146",6146,"3/27/18 third","use sample only btwn good stds","day26"
"963",38,"38-F06","30.18",30.21,0.05,"7.05E+02","2.85E+00",689,23.5,"2017-6146",6146,"3/27/18 third","use sample only btwn good stds","day26"
"964",38,"38-G02","31.8",31.95,0.203,"2.34E+02","2.37E+00",213,29.3,"2017-6123",6123,"3/27/18 third","use sample only btwn good stds","day26"
"965",38,"38-G02","32.09",31.95,0.203,"1.92E+02","2.28E+00",213,29.3,"2017-6123",6123,"3/27/18 third","use sample only btwn good stds","day26"
"966",38,"38-G03","30.78",30.77,0.009,"4.69E+02","2.67E+00",471,2.95,"2017-6109",6109,"3/27/18 third","use sample only btwn good stds","day26"
"967",38,"38-G03","30.77",30.77,0.009,"4.73E+02","2.68E+00",471,2.95,"2017-6109",6109,"3/27/18 third","use sample only btwn good stds","day26"
"968",38,"38-G06","31.19",31.32,0.17,"3.54E+02","2.55E+00",327,37.7,"2017-6125",6125,"3/27/18 third","use sample only btwn good stds","day26"
"969",38,"38-G06","31.44",31.32,0.17,"3.00E+02","2.48E+00",327,37.7,"2017-6125",6125,"3/27/18 third","use sample only btwn good stds","day26"
"970",38,"38-H03","30.92",30.78,0.209,"4.25E+02","2.63E+00",472,67,"2017-6211",6211,"3/27/18 third","use sample only btwn good stds","day26"
"971",38,"38-H03","30.63",30.78,0.209,"5.20E+02","2.72E+00",472,67,"2017-6211",6211,"3/27/18 third","use sample only btwn good stds","day26"
"972",38,"38-H06","26.82",27.06,0.344,"6.91E+03","3.84",5940,1370,"2017-6214",6214,"3/27/18 third","use sample only btwn good stds","day26"
"973",38,"38-H06","27.31",27.06,0.344,"4.97E+03","3.696",5940,1370,"2017-6214",6214,"3/27/18 third","use sample only btwn good stds","day26"
